       step          sn     cputime cputimediff       angle         ref           v 
 714.000000 1326.000000    6.636197    0.005959  132.626953  133.200000    0.417042 
 715.000000 1327.000000    6.642159    0.005962  131.044922  131.400000    0.207021 
 716.000000 1329.000000    6.648249    0.006090  129.990234  127.800000   -0.289529 
 717.000000 1330.000000    6.654161    0.005912  129.726562  126.000000   -0.283528 
 718.000000 1331.000000    6.660115    0.005953  128.671875  124.200000   -0.447045 
 719.000000 1332.000000    6.666031    0.005917  127.001953  122.400000   -0.406541 
 720.000000 1333.000000    6.671936    0.005904  125.595703  120.600000   -0.340534 
 721.000000 1335.000000    6.677930    0.005995  123.046875  117.000000   -0.739574 
 722.000000 1336.000000    6.683835    0.005905  122.167969  115.200000   -0.520552 
 723.000000 1337.000000    6.689737    0.005902  121.464844  113.400000   -0.645065 
 724.000000 1338.000000    6.695647    0.005910  119.443359  111.600000   -0.760576 
 725.000000 1339.000000    6.701556    0.005909  116.630859  109.800000   -0.574557 
 726.000000 1340.000000    6.707463    0.005907  113.291016  108.000000   -0.390039 
 727.000000 1342.000000    6.713458    0.005996  106.962891  104.400000   -0.777078 
 728.000000 1343.000000    6.719356    0.005898  103.359375  102.600000   -0.006001 
 729.000000 1344.000000    6.725252    0.005896   99.404297  100.800000    0.211521 
 730.000000 1345.000000    6.731148    0.005896   95.537109   99.000000    0.435044 
 731.000000 1346.000000    6.737056    0.005908   93.515625   97.200000    0.597060 
 732.000000 1348.000000    6.742967    0.005911   93.515625   93.600000   -0.031503 
 733.000000 1349.000000    6.748876    0.005909   94.306641   91.800000   -0.259526 
 734.000000 1350.000000    6.754779    0.005903   95.009766   90.000000   -0.498050 
 735.000000 1351.000000    6.760679    0.005900   95.537109   88.200000   -0.694569 
 736.000000 1352.000000    6.766582    0.005903   94.306641   86.400000   -0.867087 
 737.000000 1353.000000    6.772481    0.005899   92.285156   84.600000   -0.690069 
 738.000000 1355.000000    6.778388    0.005907   87.011719   81.000000   -0.984098 
 739.000000 1356.000000    6.784294    0.005906   83.056641   79.200000   -0.289529 
 740.000000 1357.000000    6.790385    0.006091   79.013672   77.400000   -0.010501 
 741.000000 1358.000000    6.796347    0.005963   74.794922   75.600000    0.186019 
 742.000000 1359.000000    6.802305    0.005958   71.718750   73.800000    0.409541 
 743.000000 1361.000000    6.808254    0.005949   69.345703   70.200000   -0.177018 
 744.000000 1362.000000    6.814217    0.005963   69.257812   68.400000   -0.049505 
 745.000000 1363.000000    6.820307    0.006090   69.609375   66.600000   -0.259526 
 746.000000 1364.000000    6.826224    0.005918   70.048828   64.800000   -0.495050 
 747.000000 1365.000000    6.832141    0.005916   70.312500   63.000000   -0.693069 
 748.000000 1367.000000    6.838056    0.005915   70.048828   59.400000   -0.961596 
 749.000000 1368.000000    6.843966    0.005910   68.554688   57.600000   -1.047105 
 750.000000 1369.000000    6.849865    0.005899   65.917969   55.800000   -0.927093 
 751.000000 1370.000000    6.855825    0.005960   62.050781   54.000000   -0.714071 
 752.000000 1371.000000    6.861727    0.005902   57.041016   52.200000   -0.385539 
 753.000000 1372.000000    6.867627    0.005900   52.382812   50.400000    0.025503 
 754.000000 1374.000000    6.873529    0.005902   45.878906   46.800000   -0.534053 
 755.000000 1375.000000    6.879435    0.005906   43.066406   45.000000    0.241524 
 756.000000 1376.000000    6.885334    0.005899   40.517578   43.200000    0.304530 
 757.000000 1377.000000    6.891232    0.005898   38.056641   41.400000    0.333033 
 758.000000 1378.000000    6.897136    0.005904   37.792969   39.600000    0.376538 
 759.000000 1380.000000    6.903040    0.005905   39.023438   36.000000   -0.216022 
 760.000000 1381.000000    6.908949    0.005908   39.902344   34.200000   -0.604560 
 761.000000 1382.000000    6.914854    0.005905   40.693359   32.400000   -0.805581 
 762.000000 1383.000000    6.920760    0.005906   40.429688   30.600000   -1.011101 
 763.000000 1384.000000    6.926668    0.005908   39.023438   28.800000   -1.005101 
 764.000000 1385.000000    6.932692    0.006023   36.386719   27.000000   -0.892589 
 765.000000 1387.000000    6.938599    0.005907   27.685547   23.400000   -1.159616 
 766.000000 1388.000000    6.944573    0.005975   21.796875   21.600000    0.058506 
 767.000000 1389.000000    6.950458    0.005885   16.083984   19.800000    0.510051 
 768.000000 1390.000000    6.956412    0.005954   12.304688   18.000000    0.813081 
 769.000000 1391.000000    6.962369    0.005957    9.931641   16.200000    0.729073 
 770.000000 1393.000000    6.968318    0.005949    9.843750   12.600000    0.142514 
 771.000000 1394.000000    6.974272    0.005954   10.107422   10.800000   -0.043504 
 772.000000 1395.000000    6.980239    0.005967   10.371094    9.000000   -0.202520 
 773.000000 1396.000000    6.986188    0.005949   10.458984    7.200000   -0.375038 
 774.000000 1397.000000    6.992150    0.005962   10.546875    5.400000   -0.508551 
 775.000000 1399.000000    6.998149    0.005999    7.998047    1.800000   -0.805581 
 776.000000 1400.000000    7.004058    0.005909    5.888672    0.000000   -0.553555 
 777.000000 1401.000000    7.009961    0.005903    3.427734   -1.800000   -0.450045 
 778.000000 1402.000000    7.015867    0.005906    0.703125   -3.600000   -0.351035 
 779.000000 1403.000000    7.021776    0.005909   -1.845703   -5.400000   -0.241524 
 780.000000 1404.000000    7.027679    0.005903   -4.218750   -7.200000   -0.204020 
 781.000000 1406.000000    7.033580    0.005900   -8.437500  -10.800000   -0.636064 
 782.000000 1407.000000    7.039492    0.005912  -10.107422  -12.600000   -0.175518 
 783.000000 1408.000000    7.045389    0.005898  -12.480469  -14.400000   -0.232523 
 784.000000 1409.000000    7.051287    0.005898  -15.292969  -16.200000   -0.094509 
 785.000000 1410.000000    7.057193    0.005906  -16.962891  -18.000000    0.046505 
 786.000000 1412.000000    7.063101    0.005908  -17.226562  -21.600000   -0.477048 
 787.000000 1413.000000    7.069008    0.005907  -16.875000  -23.400000   -0.628563 
 788.000000 1414.000000    7.075032    0.006024  -16.523438  -25.200000   -0.831083 
 789.000000 1415.000000    7.080935    0.005903  -16.259766  -27.000000   -1.012601 
 790.000000 1416.000000    7.086838    0.005902  -16.699219  -28.800000   -1.174617 
 791.000000 1417.000000    7.092745    0.005908  -18.457031  -30.600000   -1.200120 
 792.000000 1419.000000    7.098650    0.005905  -27.333984  -34.200000   -1.416142 
 793.000000 1420.000000    7.104562    0.005912  -33.134766  -36.000000   -0.184518 
 794.000000 1421.000000    7.110463    0.005901  -40.957031  -37.800000    0.247525 
 795.000000 1422.000000    7.116372    0.005909  -45.263672  -39.600000    1.008101 
 796.000000 1423.000000    7.122288    0.005916  -48.867188  -41.400000    0.763576 
 797.000000 1425.000000    7.128178    0.005891  -49.218750  -45.000000    0.213021 
 798.000000 1426.000000    7.134135    0.005956  -47.900391  -46.800000    0.025503 
 799.000000 1427.000000    7.140101    0.005967  -46.494141  -48.600000   -0.334533 
 800.000000 1428.000000    7.146179    0.006078  -45.175781  -50.400000   -0.612061 
 801.000000 1429.000000    7.152120    0.005941  -43.945312  -52.200000   -0.861086 
 802.000000 1431.000000    7.158079    0.005959  -46.669922  -55.800000   -1.095110 
 803.000000 1432.000000    7.164023    0.005944  -49.746094  -57.600000   -0.795080 
 804.000000 1433.000000    7.169925    0.005902  -53.173828  -59.400000   -0.520552 
 805.000000 1434.000000    7.175831    0.005907  -58.271484  -61.200000   -0.342034 
 806.000000 1435.000000    7.181735    0.005904  -61.962891  -63.000000    0.145515 
 807.000000 1436.000000    7.187636    0.005901  -64.423828  -64.800000    0.120012 
 808.000000 1438.000000    7.193542    0.005905  -68.906250  -68.400000   -0.450045 
 809.000000 1439.000000    7.199446    0.005905  -70.751953  -70.200000    0.055506 
 810.000000 1440.000000    7.205342    0.005896  -71.630859  -72.000000    0.013501 
 811.000000 1441.000000    7.211239    0.005896  -72.421875  -73.800000   -0.187519 
 812.000000 1442.000000    7.217273    0.006034  -73.037109  -75.600000   -0.282028 
 813.000000 1444.000000    7.223177    0.005904  -75.322266  -79.200000   -0.633063 
 814.000000 1445.000000    7.229087    0.005910  -76.904297  -81.000000   -0.435044 
 815.000000 1446.000000    7.234993    0.005907  -78.925781  -82.800000   -0.409541 
 816.000000 1447.000000    7.240893    0.005899  -80.771484  -84.600000   -0.336034 
 817.000000 1448.000000    7.246791    0.005899  -82.441406  -86.400000   -0.355536 
 818.000000 1449.000000    7.252688    0.005897  -83.847656  -88.200000   -0.390039 
 819.000000 1451.000000    7.258589    0.005901  -86.572266  -91.800000   -0.789079 
 820.000000 1452.000000    7.264493    0.005904  -89.560547  -93.600000   -0.532553 
 821.000000 1453.000000    7.270399    0.005906  -92.373047  -95.400000   -0.231023 
 822.000000 1454.000000    7.276304    0.005905  -95.800781  -97.200000   -0.171017 
 823.000000 1455.000000    7.282205    0.005902  -99.140625  -99.000000    0.042004 
 824.000000 1457.000000    7.288234    0.006029 -102.480469 -102.600000   -0.421542 
 825.000000 1458.000000    7.294136    0.005902 -103.623047 -104.400000   -0.123012 
 826.000000 1459.000000    7.300081    0.005945 -104.501953 -106.200000   -0.201020 
 827.000000 1460.000000    7.306045    0.005963 -105.205078 -108.000000   -0.312031 
 828.000000 1461.000000    7.311989    0.005945 -105.732422 -109.800000   -0.426043 
 829.000000 1463.000000    7.317955    0.005966 -108.896484 -113.400000   -0.774077 
 830.000000 1464.000000    7.323903    0.005948 -110.917969 -115.200000   -0.435044 
 831.000000 1465.000000    7.329852    0.005949 -113.906250 -117.000000   -0.384038 
 832.000000 1466.000000    7.335805    0.005954 -116.630859 -118.800000   -0.162016 
 833.000000 1467.000000    7.341697    0.005892 -119.179687 -120.600000   -0.120012 
 834.000000 1468.000000    7.347730    0.006033 -120.937500 -122.400000   -0.081008 
 835.000000 1470.000000    7.353627    0.005897 -123.574219 -126.000000   -0.562556 
 836.000000 1471.000000    7.359651    0.006024 -124.277344 -127.800000   -0.358536 
 837.000000 1472.000000    7.365545    0.005894 -124.892578 -129.600000   -0.495050 
 838.000000 1473.000000    7.371445    0.005900 -125.332031 -131.400000   -0.606061 
 839.000000 1474.000000    7.377360    0.005915 -126.914062 -133.200000   -0.744074 
 840.000000 1476.000000    7.383268    0.005908 -132.890625 -136.800000   -0.970597 
 841.000000 1477.000000    7.389182    0.005914 -136.582031 -138.600000   -0.172517 
 842.000000 1478.000000    7.395087    0.005905 -140.273438 -140.400000    0.006001 
 843.000000 1479.000000    7.400991    0.005904 -143.964844 -142.200000    0.163516 
 844.000000 1480.000000    7.406898    0.005907 -146.074219 -144.000000    0.321032 
 845.000000 1481.000000    7.412796    0.005898 -146.953125 -145.800000    0.142514 
 846.000000 1483.000000    7.418703    0.005907 -146.865234 -149.400000   -0.354035 
 847.000000 1484.000000    7.424606    0.005903 -146.689453 -151.200000   -0.546055 
 848.000000 1485.000000    7.430639    0.006033 -147.304688 -153.000000   -0.699070 
 849.000000 1486.000000    7.436541    0.005902 -148.974609 -154.800000   -0.697570 
 850.000000 1487.000000    7.442444    0.005903 -152.050781 -156.600000   -0.573057 
 851.000000 1489.000000    7.448346    0.005902 -157.763672 -160.200000   -0.835584 
 852.000000 1490.000000    7.454264    0.005918 -161.806641 -162.000000   -0.136514 
 853.000000 1491.000000    7.460185    0.005921 -166.904297 -163.800000    0.196520 
 854.000000 1492.000000    7.466077    0.005891 -169.716797 -165.600000    0.606061 
 855.000000 1493.000000    7.472030    0.005953 -171.562500 -167.400000    0.396040 
 856.000000 1495.000000    7.477988    0.005958 -172.353516 -171.000000   -0.109511 
 857.000000 1496.000000    7.483942    0.005955 -172.089844 -172.800000   -0.193519 
 858.000000 1497.000000    7.489897    0.005954 -171.826172 -174.600000   -0.397540 
 859.000000 1498.000000    7.495854    0.005958 -171.650391 -176.400000   -0.570057 
 860.000000 1499.000000    7.501935    0.006081 -172.089844 -178.200000   -0.723072 
 861.000000 1500.000000    7.507838    0.005903 -173.144531 -180.000000   -0.759076 
 862.000000 1502.000000    7.513735    0.005896 -177.275391 -176.400000   -0.267027 
 863.000000 1503.000000    7.519648    0.005913 -179.560547 -174.600000    0.553555 
 864.000000 1504.000000    7.525548    0.005900 -181.669922 -172.800000    0.859586 
 865.000000 1505.000000    7.531445    0.005897 -182.988281 -171.000000    1.164116 
 866.000000 1506.000000    7.537349    0.005904 -181.933594 -169.200000    1.323132 
 867.000000 1508.000000    7.543252    0.005903 -174.902344 -165.600000    1.371137 
 868.000000 1509.000000    7.549161    0.005909 -168.837891 -163.800000    0.418542 
 869.000000 1510.000000    7.555067    0.005906 -162.949219 -162.000000   -0.193519 
 870.000000 1511.000000    7.560975    0.005908 -158.027344 -160.200000   -0.510051 
 871.000000 1512.000000    7.566881    0.005906 -154.599609 -158.400000   -0.645065 
 872.000000 1513.000000    7.572911    0.006030 -152.929688 -156.600000   -0.588059 
 873.000000 1515.000000    7.578814    0.005904 -152.753906 -153.000000    0.012001 
 874.000000 1516.000000    7.584724    0.005910 -152.929688 -151.200000    0.169517 
 875.000000 1517.000000    7.590624    0.005900 -153.105469 -149.400000    0.334533 
 876.000000 1518.000000    7.596531    0.005907 -153.105469 -147.600000    0.499550 
 877.000000 1519.000000    7.602435    0.005904 -152.226562 -145.800000    0.627063 
 878.000000 1521.000000    7.608341    0.005906 -148.974609 -142.200000    0.856586 
 879.000000 1522.000000    7.614255    0.005914 -146.601562 -140.400000    0.487549 
 880.000000 1523.000000    7.620168    0.005913 -143.701172 -138.600000    0.385539 
 881.000000 1524.000000    7.626071    0.005904 -140.361328 -136.800000    0.228023 
 882.000000 1525.000000    7.631979    0.005908 -137.197266 -135.000000    0.045005 
 883.000000 1527.000000    7.637934    0.005955 -133.945312 -131.400000    0.513051 
 884.000000 1528.000000    7.643921    0.005987 -132.978516 -129.600000    0.268527 
 885.000000 1529.000000    7.649870    0.005949 -132.187500 -127.800000    0.339034 
 886.000000 1530.000000    7.655825    0.005956 -130.429688 -126.000000    0.445545 
 887.000000 1531.000000    7.661781    0.005955 -128.671875 -124.200000    0.325533 
 888.000000 1532.000000    7.667731    0.005950 -127.089844 -122.400000    0.330033 
 889.000000 1534.000000    7.673678    0.005947 -124.365234 -118.800000    0.727573 
 890.000000 1535.000000    7.679582    0.005904 -123.222656 -117.000000    0.483048 
 891.000000 1536.000000    7.685539    0.005957 -120.146484 -115.200000    0.561056 
 892.000000 1537.000000    7.691435    0.005896 -116.894531 -113.400000    0.207021 
 893.000000 1538.000000    7.697340    0.005906 -114.433594 -111.600000    0.066007 
 894.000000 1540.000000    7.703249    0.005909 -111.708984 -108.000000    0.580558 
 895.000000 1541.000000    7.709151    0.005902 -110.214844 -106.200000    0.369037 
 896.000000 1542.000000    7.715103    0.005952 -107.490234 -104.400000    0.339034 
 897.000000 1543.000000    7.721000    0.005897 -104.853516 -102.600000    0.105011 
 898.000000 1544.000000    7.726900    0.005900 -103.095703 -100.800000    0.046505 
 899.000000 1545.000000    7.732802    0.005901 -102.304688  -99.000000    0.165017 
 900.000000 1547.000000    7.738706    0.005904  -99.931641  -95.400000    0.625563 
 901.000000 1548.000000    7.744612    0.005906  -97.822266  -93.600000    0.364536 
 902.000000 1549.000000    7.750609    0.005997  -95.361328  -91.800000    0.283528 
 903.000000 1550.000000    7.756510    0.005900  -92.812500  -90.000000    0.184518 
 904.000000 1551.000000    7.762409    0.005900  -91.054688  -88.200000    0.112511 
 905.000000 1553.000000    7.768311    0.005902  -88.945312  -84.600000    0.595560 
 906.000000 1554.000000    7.774224    0.005913  -88.066406  -82.800000    0.435044 
 907.000000 1555.000000    7.780127    0.005904  -85.429688  -81.000000    0.535554 
 908.000000 1556.000000    7.786033    0.005905  -82.880859  -79.200000    0.240024 
 909.000000 1557.000000    7.791932    0.005899  -80.859375  -77.400000    0.190519 
 910.000000 1558.000000    7.797832    0.005900  -79.541016  -75.600000    0.241524 
 911.000000 1560.000000    7.803732    0.005900  -75.673828  -72.000000    0.693069 
 912.000000 1561.000000    7.809633    0.005901  -73.564453  -70.200000    0.228023 
 913.000000 1562.000000    7.815538    0.005905  -71.015625  -68.400000    0.226523 
 914.000000 1563.000000    7.821444    0.005906  -68.554688  -66.600000    0.108011 
 915.000000 1564.000000    7.827544    0.006100  -66.181641  -64.800000    0.066007 
 916.000000 1566.000000    7.833497    0.005954  -63.457031  -61.200000    0.486049 
 917.000000 1567.000000    7.839459    0.005962  -62.578125  -59.400000    0.285029 
 918.000000 1568.000000    7.845395    0.005935  -61.875000  -57.600000    0.373537 
 919.000000 1569.000000    7.851341    0.005947  -60.908203  -55.800000    0.487549 
 920.000000 1570.000000    7.857386    0.006045  -59.501953  -54.000000    0.525053 
 921.000000 1572.000000    7.863292    0.005906  -54.404297  -50.400000    0.834083 
 922.000000 1573.000000    7.869202    0.005910  -51.591797  -48.600000    0.199520 
 923.000000 1574.000000    7.875108    0.005906  -47.460938  -46.800000    0.115512 
 924.000000 1575.000000    7.881010    0.005902  -44.648438  -45.000000   -0.247525 
 925.000000 1576.000000    7.886905    0.005894  -42.802734  -43.200000   -0.160516 
 926.000000 1577.000000    7.892902    0.005997  -41.572266  -41.400000   -0.040504 
 927.000000 1579.000000    7.898809    0.005907  -41.835938  -37.800000    0.394539 
 928.000000 1580.000000    7.904714    0.005905  -42.099609  -36.000000    0.612061 
 929.000000 1581.000000    7.910615    0.005901  -42.275391  -34.200000    0.774077 
 930.000000 1582.000000    7.916522    0.005907  -42.011719  -32.400000    0.928593 
 931.000000 1583.000000    7.922427    0.005905  -40.957031  -30.600000    1.002100 
 932.000000 1585.000000    7.928329    0.005902  -34.980469  -27.000000    1.252625 
 933.000000 1586.000000    7.934237    0.005908  -29.970703  -25.200000    0.420042 
 934.000000 1587.000000    7.940143    0.005906  -24.257812  -23.400000   -0.003000 
 935.000000 1588.000000    7.946051    0.005907  -19.335938  -21.600000   -0.417042 
 936.000000 1589.000000    7.951953    0.005903  -16.435547  -19.800000   -0.574557 
 937.000000 1590.000000    7.957859    0.005906  -14.677734  -18.000000   -0.406541 
 938.000000 1592.000000    7.963762    0.005902  -13.007812  -14.400000    0.118512 
 939.000000 1593.000000    7.969786    0.006024  -12.919922  -12.600000    0.096010 
 940.000000 1594.000000    7.975690    0.005904  -12.919922  -10.800000    0.259526 
 941.000000 1595.000000    7.981595    0.005905  -13.007812   -9.000000    0.421542 
 942.000000 1596.000000    7.987548    0.005953  -13.007812   -7.200000    0.589559 
 943.000000 1598.000000    7.993436    0.005888  -10.986328   -3.600000    0.880588 
 944.000000 1599.000000    7.999391    0.005955   -8.964844   -1.800000    0.694569 
 945.000000 1600.000000    8.005337    0.005947   -6.328125    0.000000    0.586559 
 946.000000 1601.000000    8.011280    0.005942   -3.251953    1.800000    0.439544 
 947.000000 1602.000000    8.017250    0.005970    0.087891    3.600000    0.279028 
 948.000000 1604.000000    8.023193    0.005944    6.152344    7.200000    0.699070 
 949.000000 1605.000000    8.029154    0.005961    8.876953    9.000000   -0.028503 
 950.000000 1606.000000    8.035058    0.005904   12.216797   10.800000   -0.082508 
 951.000000 1607.000000    8.041124    0.006066   15.205078   12.600000   -0.289529 
 952.000000 1608.000000    8.047028    0.005904   15.996094   14.400000   -0.343534 
 953.000000 1610.000000    8.052927    0.005900   16.787109   18.000000    0.274527 
 954.000000 1611.000000    8.058838    0.005911   16.611328   19.800000    0.358536 
 955.000000 1612.000000    8.064738    0.005900   16.435547   21.600000    0.546055 
 956.000000 1613.000000    8.070642    0.005904   17.226562   23.400000    0.711071 
 957.000000 1614.000000    8.076544    0.005902   18.984375   25.200000    0.672067 
 958.000000 1615.000000    8.082446    0.005902   21.972656   27.000000    0.552055 
 959.000000 1617.000000    8.088346    0.005900   27.773438   30.600000    0.832583 
 960.000000 1618.000000    8.094256    0.005910   31.376953   32.400000    0.150015 
 961.000000 1619.000000    8.100165    0.005909   35.683594   34.200000   -0.112511 
 962.000000 1620.000000    8.106068    0.005903   39.199219   36.000000   -0.411041 
 963.000000 1621.000000    8.112097    0.006029   41.044922   37.800000   -0.453045 
 964.000000 1623.000000    8.118003    0.005906   42.363281   41.400000    0.144014 
 965.000000 1624.000000    8.123907    0.005904   42.275391   43.200000    0.162016 
 966.000000 1625.000000    8.129809    0.005901   42.099609   45.000000    0.352535 
 967.000000 1626.000000    8.135712    0.005903   42.011719   46.800000    0.528053 
 968.000000 1627.000000    8.141619    0.005907   41.923828   48.600000    0.675068 
 969.000000 1628.000000    8.147517    0.005898   42.802734   50.400000    0.832583 
 970.000000 1630.000000    8.153414    0.005897   46.318359   54.000000    1.051605 
 971.000000 1631.000000    8.159318    0.005904   49.833984   55.800000    0.628563 
 972.000000 1632.000000    8.165370    0.006051   53.876953   57.600000    0.318032 
 973.000000 1633.000000    8.171327    0.005958   57.919922   59.400000    0.064506 
 974.000000 1634.000000    8.177287    0.005960   61.787109   61.200000   -0.121512 
 975.000000 1636.000000    8.183332    0.006045   66.445312   64.800000    0.378038 
 976.000000 1637.000000    8.189276    0.005944   67.763672   66.600000   -0.052505 
 977.000000 1638.000000    8.195190    0.005914   68.994141   68.400000    0.010501 
 978.000000 1639.000000    8.201077    0.005887   70.839844   70.200000    0.069007 
 979.000000 1640.000000    8.207031    0.005954   72.509766   72.000000   -0.015002 
 980.000000 1642.000000    8.212931    0.005900   74.355469   75.600000    0.382538 
 981.000000 1643.000000    8.218839    0.005908   74.179688   77.400000    0.334533 
 982.000000 1644.000000    8.224738    0.005899   74.091797   79.200000    0.567057 
 983.000000 1645.000000    8.230641    0.005903   74.003906   81.000000    0.712571 
 984.000000 1646.000000    8.236540    0.005899   74.794922   82.800000    0.871587 
 985.000000 1647.000000    8.242446    0.005905   76.376953   84.600000    0.844584 
 986.000000 1649.000000    8.248347    0.005902   81.826172   88.200000    1.117612 
 987.000000 1650.000000    8.254376    0.006028   86.572266   90.000000    0.420042 
 988.000000 1651.000000    8.260279    0.005903   91.845703   91.800000   -0.037504 
 989.000000 1652.000000    8.266182    0.005903   96.416016   93.600000   -0.394539 
 990.000000 1653.000000    8.272088    0.005907   99.140625   95.400000   -0.534053 
 991.000000 1655.000000    8.277991    0.005902   99.843750   99.000000    0.126013 
 992.000000 1656.000000    8.283895    0.005904   98.964844  100.800000    0.262526 
 993.000000 1657.000000    8.289786    0.005891   98.173828  102.600000    0.553555 
 994.000000 1658.000000    8.295687    0.005901   97.470703  104.400000    0.757576 
 995.000000 1659.000000    8.301587    0.005901   97.734375  106.200000    0.955596 
 996.000000 1660.000000    8.307489    0.005902   99.228516  108.000000    0.960096 
 997.000000 1662.000000    8.313389    0.005899  105.380859  111.600000    1.174617 
 998.000000 1663.000000    8.319285    0.005896  109.951172  113.400000    0.327033 
 999.000000 1664.000000    8.325306    0.006021  115.048828  115.200000   -0.003000 
